id,document_number,window_number,pair_number,text,label
54.40.239,54,40,239," בישיבה הוחלט כי המשרד לאיכות הסביבה ישלם למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס שתועבר יחד עם המבנה לרשות המשרד לאיכות הסביבה. מרינוב זעם על ההחלטה, ובמשרד לאיכות הסביבה [א1] טענו [/א1] כי לא [א2] ימלאו [/א2] אותה.",BEFORE
8.2.45,8,2,45," המעסיקים אינם מצפים [א1] שיצליחו [/א1] למשוך מספר ניכר של עובדים ישראליים לקטיף, בגלל השכר הנמוך המשולם לעבודה זו מעט מעל שכר המינימום במשק. בשבוע הבא [א2] ידון [/א2] מנכ""ל התאחדות האיכרים, שלמה רייזמן, עם מנכ""ל שירות התעסוקה, דוד מנע, בדרישת ההתאחדות לשכנע עולים חדשים הלומדים באולפנים לעבוד בקטיף.",BEFORE
34.3.21,34,3,21," נציג אחת הרשתות שסיפר לי את הסיפור מעיד, שהמראה בחוף תל אביב נועז פי כמה ממה שהרשו לעצמן עקרות הבית האמריקאיות שהופיעו באותו ליל חמסין סעודי בשגרירות ארה""ב. אף על פי כן נזהרו הצלמים שלא להגביה את מצלמותיהם מעל קרסוליהן של השחקניות, [א1] והתרכזו [/א1] בתשואות ובשריקות העידוד של החיילים מוכי השיעמום [א2] שזכו [/א2] למנת בידור צנועה.",AFTER
31.6.123,31,6,123," מדוע נכשלה המדיניות, ובעיקר בתחום התעסוקה? השבועון ""אקונומיסט"" [א1] משוכנע [/א1] כי ההסבר העיקרי הוא שממשלת ניו זילנד היתה נועזת, אך לא נועזת דיה: היא נמנעה מלטפל בהיבט חיוני שבלעדיו לא תצליח שום רפורמה, דהיינו מערכת העבודה, השכר והאיגוד המקצועי. בתחום זה לא [א2] נעשה [/א2] דבר: הסכמי העבודה נשארו קשוחים כשהיו, השכר נקבע בשיטות ריכוזיות על בסיס הצמדות וללא כל זיקה למצב בשוק העבודה, והאיגודים המקצועיים המשיכו להפעיל זכויות בלעדיות במשא ומתן עם המעסיקים על מקומות העבודה ותנאיה, תוך התעלמות ממצב המשק.",AFTER
31.1.10,31,1,10," בשנת 4891 [א1] עלתה [/א1] שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא [א2] הנהיגה [/א2] ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי.",BEFORE
133.17.41,133,17,41," הנער חוסל בידי נער אחר בן 61 [א1] הקשור [/א1] במאפיה. מול הפשע הזה [א2] עומד [/א2] ממשל, שחלק ממנהיגיו נהנה ישירות או בעקיפין מהמצב הזה.",AFTER
60.3.67,60,3,67," לדבריו הוקם באלביט גוף שמפקח על הקניות ובודק כל הזמנה [א1] המיועדת [/א1] לחו""ל, אם ניתן לרכוש אותה בארץ. עוד נמסר כי אלביט [א2] תעביר [/א2] לרשות לשיתוף פעולה את רשימות החברות בחו""ל שמהן היא קונה מוצרים, כדי שהרשות תפעל להשגת רכש גומלין מאותן חברות.",BEFORE
34.15.42,34,15,42," אבל אפשר שהאמריקאים [א1] לומדים [/א1] בימים אלה פרק חשוב בהבנת המזרח התיכון. התנהגותם מזכירה פוליטיקאים ישראלים (ביניהם כאלה הלועגים היום לחיזור האמריקאי אחרי הקואליציה הערבית) [א2] זוללי [/א2] שרימפס, החובשים כיפה על ראשם ומשחרים לפתחם של רבנים אנטי-ציונים.",AFTER
31.2.82,31,2,82," במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי. שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד [א1] התבוננו [/א1] בהשתאות אל הנעשה בארץ הקיווי: האם תגשים דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, [א2] בעטו [/א2] בוחרי ניו-זילנד במפלגת העבודה, והחזירו לשלטון את המפלגה השמרנית.",BEFORE
133.17.40,133,17,40," הנער [א1] חוסל [/א1] בידי נער אחר בן 61 הקשור במאפיה. מול הפשע הזה עומד ממשל, שחלק ממנהיגיו [א2] נהנה [/א2] ישירות או בעקיפין מהמצב הזה.",AFTER
133.23.83,133,23,83," איטליה ""האחרת"", [א1] שלחצה [/א1] במשך שנים לשינוי ספר החוקים הפלילי, מורשת המשטר הפאשיסטי, עדה לשימוש רע ביסודות מדינת חוק. משבר בתי המשפט בדרום הגיע לידי כך שבמחוז קלאבריה בלבד [א2] נערמו [/א2] 21 אלף תיקים הממתינים למשפט.",BEFORE
124.13.23,124,13,23," המתח בין המסורת השמרנית והסביבה [א1] מטיל [/א1] מעמסה כבדה על הילדים. הבנות בעיקר סובלות מ""ציפיות סותרות"" של הוריהן, [א2] אומר [/א2] היועץ הפסיכולוגי בבתי-ספר בברלין, גומהור טקבאסרן: המסר הוא ""אסור לך לבלוט אבל את חייבת להישאר טורקייה"" (לבלוט בסביבה ולעורר את לעגה על-ידי בגדים הנחשבים צנועים ומטפחת ראש), סתירה שאינה ניתנת ליישוב.",BEFORE
124.38.136,124,38,136," בגבול גרמניה-אוסטריה לינדאו-ציגלהאוז [א1] התעוררה [/א1] אסומן, יצאה מהמכונית שנסעה לאיטה בתחבורה העמוסה וקראה לעובדי המכס, ""הצילו אותנו, אבא חוטף אותנו"". האב והדודה [א2] נעצרו [/א2] והבנות עברו שטיפת קיבה.",BEFORE
2.0.3,2,0,3,"מאמרו של תום שגב, ""הקרב על סן סימון היה או לא היה"" (""הארץ"" 105), הגיע לידי רק בימים אלה. למרות [א1] שחלפו [/א1] מאז 24 שנה, ולמרות שאירועי ימים אלה אולי [א2] מאפילים [/א2] על כל דבר אחר, אני מרגיש חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר.",BEFORE
29.6.11,29,6,11, התכונה באשדוד לדרבי [א1] המסקרן [/א1] מחר החלה כבר לפני זמן רב והגיעה השבוע לשיאה. אלפי כרטיסים נמכרו וההתעניינות לא [א2] נותרה [/א2] רק באשדוד.,BEFORE
48.5.68,48,5,68," שחקני החיזוק הולקומב ופירסון עשו את המוטל עליהם וקלעו את מיכסת הנקודות שמצפים מהם (ביחד 94 נקודות). האכזבה [א1] באה [/א1] דווקא מבינו, שלא [א2] הצליח [/א2] להתמודד עם גבוהי הפועל, ומעושה המשחק שוורצמן שאיבד כדורים רבים.",AFTER
31.5.116,31,5,116," מאז הונהגו הרפורמות באמצע שנות השמונים סובלת ניו זילנד מקיפאון כלכלי, התוצר הלאומי כמעט שלא עלה, ושיעור האבטלה מתקרב לשמונה אחוזים שיא של כל הזמנים במדינה זו. מדוע נכשלה המדיניות, ובעיקר בתחום התעסוקה? השבועון ""אקונומיסט"" [א1] משוכנע [/א1] כי ההסבר העיקרי הוא שממשלת ניו זילנד היתה נועזת, אך לא נועזת דיה: היא [א2] נמנעה [/א2] מלטפל בהיבט חיוני שבלעדיו לא תצליח שום רפורמה, דהיינו מערכת העבודה, השכר והאיגוד המקצועי.",AFTER
22.10.76,22,10,76," הוא אוהב יהודים ומבין בהחלט שהערבים מתעבים את היהודים, ורואים בהם זרים [א1] שבאו [/א1] להשתלט על ארצם ועל אדמתם. ""כיהודי מאמין אני עושה את מה שמצווה עלי התורה ואת מה שדורש ממני אלוהים"", [א2] אמר [/א2] כהנא.",BEFORE
34.27.161,34,27,161," התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו טוען שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל [א1] מבין [/א1] לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים. אפשר שהאמריקאים [א2] מתחילים [/א2] להבין שהאילוצים הקואליציוניים של שמיר עם הימין הקיצוני בליכוד ומחוצה לו אינם אלא רעלה שיש להסיר אותה.",EQUAL
26.9.30,26,9,30," ואף אם [א1] נאמרים [/א1] דברים נדושים, השפה הצרפתית ודרך הביטוי מעניקים להם משמעות מיוחדת העטופה בהילה של תרבות. הצרפתים, לא רק שהם אינם [א2] מתעבים [/א2] את המלה ""תרבות"", נראה כאילו הם המציאו את המושג הזה.",AFTER
48.6.76,48,6,76," האכזבה באה דווקא מבינו, שלא הצליח להתמודד עם גבוהי הפועל, [א1] ומעושה [/א1] המשחק שוורצמן שאיבד כדורים רבים. הדרמה [א2] הגיעה [/א2] לשיאה בדקות הסיום.",BEFORE
56.5.36,56,5,36," יעקבי התראיין בכלי התקשורת המקומיים, ואחד הראיונות לשדר גים וורן מרשת וו-אם-בי-אי הועבר ל061 תחנות רדיו ברחבי ארה""ב. לפי הדיווחים, השתתפו עשרות אנשים בכל אחד מן הסמינרים [א1] שנערכו [/א1] במסגרת מסע ההסברה לסוכני נסיעות, לכמרים, למנהיגי קהילות דתיות ולמנהיגי קהילות אתניות בשיקאגו [א2] יוצאי [/א2] פולין, יוון ואיטליה.",AFTER
98.1.14,98,1,14," מרי רובינסון, פרקליטה בת 64, שנבחרה לנשיאת אירלנד ביום חמישי בלילה, קבעה תקדימים בתחומים רבים: היא האישיות הראשונה שנבחרה לכהונה זו שאינה נמנית עם המפלגה השלטת, היא האשה הראשונה בתפקיד, והיא הנשיא הצעיר ביותר [א1] שנבחר [/א1] אי-פעם ברפובליקה האירית. רובינסון [א2] נתמכה [/א2] רשמית על ידי שתי מפלגות שמאל הלייבור והוורקרס כלומר מפלגת העבודה והסוציאליסטים.",AFTER
